Updated,ID,Identifier,Title,ShortTitle,ShortDescription,Summary,Modified,MetaDataModified,ReasonDelivery,ExplanatoryText,OutputStatus,Source,Language,Catalog,Frequency,Period,SummaryAndLinks,DefaultPresentation,DefaultSelection,GraphTypes,RecordCount,ColumnCount,SearchPriority
2016-12-19T02:00:00,1052,83452NED,Huishoudelijk afval per gemeente per inwoner,Huishoudelijk afval per gemeente,"
Deze tabel toont de hoeveelheden ingezameld huishoudelijk afval per gemeente. De hoeveelheid huishoudelijk afval per inwoner kan per gemeente sterk variÃ«ren. Hiervoor zijn meerdere oorzaken aan te wijzen. Zo zal in een gemeente met veel hoogbouw minder GFT-afval en grof tuinafval vrijkomen omdat er minder tuinen zijn. In gemeenten met een diftar-systeem, waarbij de huishoudens meer moeten betalen als ze meer afval afgeven, komt vaak minder afval per inwoner vrij. Toeristische gemeenten zamelen vaak meer afval in. Dit laatste is vooral zichtbaar op de Waddeneilanden waar relatief veel afval per inwoner vrijkomt.

Gegevens beschikbaar vanaf: 2001. 

Status van de cijfers: 
De cijfers over 2013 en 2014 zijn nader voorlopig en de cijfers over 2015 zijn voorlopig; alle overige cijfers zijn definitief.

Wijzigingen per 19 december 2016
De nader voorlopige cijfers over 2013 zijn vervangen door nieuwe nader voorlopige cijfers en de voorlopige cijfers over 2014 door nader voorlopige cijfers. Tevens zijn de voorlopige cijfers over 2015 zijn toegevoegd.

Wanneer komen er nieuwe cijfers?
De voorlopige cijfers over 2016 worden in oktober 2017 gepubliceerd. Nieuwe nader voorlopige cijfers over 2015 worden in december 2017 gepubliceerd.

","Hoeveelheden ingezameld huishoudelijk afval per gemeente naar soort 
afval.",2016-12-19T02:00:00,2016-12-19T02:00:00,Actualisering,,Regulier,CBS.,nl,CBS,Perjaar,2001-2015,"Hoeveelheden ingezameld huishoudelijk afval per gemeente naar soort <br />afval.<br /><a href=""http://opendata.cbs.nl/ODataApi/OData/83452NED"">http://opendata.cbs.nl/ODataApi/OData/83452NED</a><br /><a href=""http://opendata.cbs.nl/ODataFeed/OData/83452NED"">http://opendata.cbs.nl/ODataFeed/OData/83452NED</a>",graphType=table,"$filter=((Afvalsoort eq 'A025448') or (Afvalsoort eq 'A025450') or (Afvalsoort eq 'A025451') or (Afvalsoort eq 'A025452') or (Afvalsoort eq 'A025454') or (Afvalsoort eq 'A025455') or (Afvalsoort eq 'A025456') or (Afvalsoort eq 'A025457') or (Afvalsoort eq 'A025458') or (Afvalsoort eq 'A025459') or (Afvalsoort eq 'A025460') or (Afvalsoort eq 'A025461') or (Afvalsoort eq 'A025462') or (Afvalsoort eq 'A025463') or (Afvalsoort eq 'A025464') or (Afvalsoort eq 'A025465') or (Afvalsoort eq 'A025467') or (Afvalsoort eq 'A025468') or (Afvalsoort eq 'A025469') or (Afvalsoort eq 'A025470') or (Afvalsoort eq 'A025471') or (Afvalsoort eq 'A025472') or (Afvalsoort eq 'A025473') or (Afvalsoort eq 'A025474') or (Afvalsoort eq 'A025475') or (Afvalsoort eq 'A025476') or (Afvalsoort eq 'A025477') or (Afvalsoort eq 'A025478') or (Afvalsoort eq 'A025479') or (Afvalsoort eq 'A025480') or (Afvalsoort eq 'A025481') or (Afvalsoort eq 'A025482') or (Afvalsoort eq 'A025483') or (Afvalsoort eq 'A025484') or (Afvalsoort eq 'A025485') or (Afvalsoort eq 'A025487')) and ((RegioS eq 'GM1680') or (RegioS eq 'GM0738') or (RegioS eq 'GM0358')) and ((Perioden eq '2001JJ00') or (Perioden eq '2002JJ00') or (Perioden eq '2003JJ00') or (Perioden eq '2004JJ00') or (Perioden eq '2005JJ00') or (Perioden eq '2006JJ00') or (Perioden eq '2007JJ00') or (Perioden eq '2008JJ00') or (Perioden eq '2009JJ00') or (Perioden eq '2010JJ00') or (Perioden eq '2011JJ00') or (Perioden eq '2012JJ00') or (Perioden eq '2013JJ00') or (Perioden eq '2014JJ00') or (Perioden eq '2015JJ00'))&$select=Afvalsoort, RegioS, Perioden, HoeveelheidHuishoudelijkAfval_1&k=Topics,Perioden&r=RegioS,Afvalsoort","Table,Bar,Line,Map",294840,4,2
